상품주문번호,주문번호,결제일,주문상태,상품명,옵션정보,수량,상품가격,옵션가격,판매가,구매자명,배송지,결제수단
20260327-0000165,20260327-0000165,2026-03-27 23:13:16,배송완료,신의 탑 봉제 인형,색상/타입:M,1,39000,0,39000,구매자7782,대전광역시,네이버페이
20260327-0000166,20260327-0000166,2026-03-27 11:33:39,배송완료,외모지상주의 포토카드 세트,색상/타입:3탄,2,9800,0,19600,구매자6544,경상남도,신용카드
20260327-0000167,20260327-0000167,2026-03-27 23:25:42,배송중,신의 탑 머그컵,색상/타입:화이트,1,18000,0,18000,구매자5277,전라북도,신용카드
20260327-0000168,20260327-0000168,2026-03-27 13:44:37,배송완료,가비지타임 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자4387,대구광역시,신용카드
20260327-0000169,20260327-0000169,2026-03-27 13:53:18,배송완료,가비지타임 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자5219,전라북도,네이버페이
20260327-0000170,20260327-0000170,2026-03-27 12:50:19,발송준비,가비지타임 봉제 인형,색상/타입:M,1,39000,0,39000,구매자6696,경상남도,신용카드
20260327-0000171,20260327-0000171,2026-03-27 20:54:01,배송완료,가비지타임 머그컵,색상/타입:화이트,1,18000,0,18000,구매자7445,경상남도,네이버페이
20260327-0000172,20260327-0000172,2026-03-27 17:36:27,배송완료,외모지상주의 스티커팩,색상/타입:기본,1,6500,0,6500,구매자7143,경기도,신용카드
20260327-0000173,20260327-0000173,2026-03-27 16:13:02,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자1852,충청남도,네이버페이
20260327-0000174,20260327-0000174,2026-03-27 17:44:10,취소,가비지타임 아크릴 스탠드,색상/타입:C타입,3,15000,0,45000,구매자9462,대전광역시,휴대폰
20260327-0000175,20260327-0000175,2026-03-27 13:49:26,배송중,가비지타임 파우치,색상/타입:베이지,1,22000,0,22000,구매자2310,대구광역시,신용카드
20260327-0000176,20260327-0000176,2026-03-27 16:08:27,발송준비,가비지타임 키링,색상/타입:핑크,4,12000,0,48000,구매자5398,광주광역시,네이버페이
20260327-0000177,20260327-0000177,2026-03-27 19:20:53,배송중,마루는 강쥐 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자2626,부산광역시,휴대폰
20260327-0000178,20260327-0000178,2026-03-27 18:54:17,배송완료,가비지타임 파우치,색상/타입:핑크,1,22000,0,22000,구매자5542,경기도,휴대폰
20260327-0000179,20260327-0000179,2026-03-27 16:51:13,배송완료,가비지타임 스티커팩,색상/타입:레어,1,6500,0,6500,구매자7324,전라북도,계좌이체
20260327-0000180,20260327-0000180,2026-03-27 20:59:20,배송완료,냐한 남자 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자3494,대구광역시,네이버페이
20260327-0000181,20260327-0000181,2026-03-27 21:40:09,발송준비,가비지타임 머그컵,색상/타입:블랙,2,18000,0,36000,구매자4898,부산광역시,네이버페이
20260327-0000182,20260327-0000182,2026-03-27 18:24:57,취소,신의 탑 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자6302,광주광역시,네이버페이
20260327-0000183,20260327-0000183,2026-03-27 14:34:48,결제완료,냐한 남자 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자1255,대전광역시,네이버페이
20260327-0000184,20260327-0000184,2026-03-27 15:01:31,발송준비,외모지상주의 봉제 인형,색상/타입:S,1,39000,0,39000,구매자6304,대전광역시,네이버페이
20260327-0000185,20260327-0000185,2026-03-27 18:53:41,배송완료,외모지상주의 포토카드 세트,색상/타입:2탄,2,9800,0,19600,구매자7217,경기도,신용카드
20260327-0000186,20260327-0000186,2026-03-27 20:20:20,결제완료,신의 탑 봉제 인형,색상/타입:L,2,39000,0,78000,구매자5454,전라북도,네이버페이
20260327-0000187,20260327-0000187,2026-03-27 09:33:08,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자4346,경상남도,신용카드
20260327-0000188,20260327-0000188,2026-03-27 06:02:47,배송완료,외모지상주의 봉제 인형,색상/타입:L,1,39000,0,39000,구매자3594,전라북도,네이버페이
20260327-0000189,20260327-0000189,2026-03-27 14:37:15,배송완료,냐한 남자 머그컵,색상/타입:블랙,1,18000,0,18000,구매자3559,대전광역시,네이버페이
20260327-0000190,20260327-0000190,2026-03-27 15:41:21,배송완료,냐한 남자 스티커팩,색상/타입:시즌2,2,6500,0,13000,구매자5163,대전광역시,신용카드
20260327-0000191,20260327-0000191,2026-03-27 15:56:33,배송완료,신의 탑 키링,색상/타입:그린,1,12000,0,12000,구매자4963,경상남도,신용카드
20260327-0000192,20260327-0000192,2026-03-27 12:59:00,발송준비,신의 탑 봉제 인형,색상/타입:S,2,39000,0,78000,구매자5900,경상남도,네이버페이
20260327-0000193,20260327-0000193,2026-03-27 11:08:21,취소,가비지타임 2026 다이어리,색상/타입:데일리,4,19000,0,76000,구매자2802,경기도,네이버페이
20260327-0000194,20260327-0000194,2026-03-27 17:27:41,배송완료,마루는 강쥐 파우치,색상/타입:핑크,2,22000,0,44000,구매자7470,전라북도,신용카드
20260327-0000195,20260327-0000195,2026-03-27 16:57:35,배송완료,가비지타임 봉제 인형,색상/타입:L,5,39000,0,195000,구매자4197,대구광역시,신용카드
20260327-0000196,20260327-0000196,2026-03-27 19:46:19,배송완료,냐한 남자 머그컵,색상/타입:화이트,1,18000,0,18000,구매자6702,서울특별시,네이버페이
20260327-0000197,20260327-0000197,2026-03-27 18:40:44,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자4231,대전광역시,신용카드
20260328-0000198,20260328-0000198,2026-03-28 07:51:44,배송완료,냐한 남자 2026 다이어리,색상/타입:데일리,3,19000,0,57000,구매자9353,부산광역시,신용카드
20260328-0000199,20260328-0000199,2026-03-28 18:16:45,배송완료,마루는 강쥐 포토카드 세트,색상/타입:2탄,2,9800,0,19600,구매자5749,광주광역시,신용카드
20260328-0000200,20260328-0000200,2026-03-28 11:05:14,발송준비,마루는 강쥐 봉제 인형,색상/타입:M,1,45000,0,45000,구매자3746,대전광역시,신용카드
20260328-0000201,20260328-0000201,2026-03-28 22:45:10,배송완료,냐한 남자 머그컵,색상/타입:화이트,1,18000,0,18000,구매자7709,경기도,네이버페이
20260328-0000202,20260328-0000202,2026-03-28 10:16:10,배송완료,가비지타임 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자6793,충청남도,신용카드
20260328-0000203,20260328-0000203,2026-03-28 13:51:42,발송준비,외모지상주의 파우치,색상/타입:베이지,1,22000,0,22000,구매자7596,경상남도,신용카드
20260328-0000204,20260328-0000204,2026-03-28 18:23:29,배송완료,가비지타임 머그컵,색상/타입:화이트,1,18000,0,18000,구매자9583,대구광역시,네이버페이
20260328-0000205,20260328-0000205,2026-03-28 12:02:54,배송완료,마루는 강쥐 스티커팩,색상/타입:기본,1,6500,0,6500,구매자6995,인천광역시,신용카드
20260328-0000206,20260328-0000206,2026-03-28 13:36:02,발송준비,마루는 강쥐 2026 다이어리,색상/타입:데일리,2,19000,0,38000,구매자1097,충청남도,신용카드
20260328-0000207,20260328-0000207,2026-03-28 15:44:24,배송완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자7995,서울특별시,네이버페이
20260328-0000208,20260328-0000208,2026-03-28 10:16:39,배송완료,냐한 남자 키링,색상/타입:블루,1,12000,0,12000,구매자9599,인천광역시,네이버페이
20260328-0000209,20260328-0000209,2026-03-28 18:19:45,결제완료,마루는 강쥐 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자2606,인천광역시,네이버페이
20260328-0000210,20260328-0000210,2026-03-28 12:19:35,배송완료,마루는 강쥐 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자3030,부산광역시,네이버페이
20260328-0000211,20260328-0000211,2026-03-28 11:39:49,취소,가비지타임 포토카드 세트,색상/타입:1탄,3,9800,0,29400,구매자4523,충청남도,신용카드
20260328-0000212,20260328-0000212,2026-03-28 11:00:56,배송완료,신의 탑 키링,색상/타입:옐로우,1,12000,0,12000,구매자3113,경상남도,네이버페이
20260328-0000213,20260328-0000213,2026-03-28 16:49:50,발송준비,외모지상주의 스티커팩,색상/타입:기본,1,6500,0,6500,구매자1095,인천광역시,네이버페이
20260328-0000214,20260328-0000214,2026-03-28 17:30:16,결제완료,냐한 남자 봉제 인형,색상/타입:L,3,39000,0,117000,구매자8931,전라북도,계좌이체
20260328-0000215,20260328-0000215,2026-03-28 09:34:26,발송준비,냐한 남자 봉제 인형,색상/타입:S,5,39000,0,195000,구매자7155,인천광역시,신용카드
20260328-0000216,20260328-0000216,2026-03-28 19:51:16,결제완료,가비지타임 스티커팩,색상/타입:기본,1,6500,0,6500,구매자2871,대전광역시,네이버페이
20260328-0000217,20260328-0000217,2026-03-28 11:44:06,결제완료,신의 탑 머그컵,색상/타입:화이트,2,18000,0,36000,구매자5364,인천광역시,신용카드
20260328-0000218,20260328-0000218,2026-03-28 15:59:49,배송완료,마루는 강쥐 스티커팩,색상/타입:기본,2,6500,0,13000,구매자1671,서울특별시,네이버페이
20260328-0000219,20260328-0000219,2026-03-28 17:32:04,배송완료,가비지타임 키링,색상/타입:옐로우,1,12000,0,12000,구매자8396,경상남도,신용카드
20260328-0000220,20260328-0000220,2026-03-28 18:42:12,배송중,외모지상주의 봉제 인형,색상/타입:L,2,39000,0,78000,구매자6300,광주광역시,네이버페이
20260328-0000221,20260328-0000221,2026-03-28 12:56:32,결제완료,신의 탑 스티커팩,색상/타입:기본,1,6500,0,6500,구매자3896,대구광역시,신용카드
20260328-0000222,20260328-0000222,2026-03-28 16:08:02,배송완료,신의 탑 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자1855,경상남도,신용카드
20260328-0000223,20260328-0000223,2026-03-28 15:18:15,배송완료,가비지타임 스티커팩,색상/타입:기본,1,6500,0,6500,구매자9863,인천광역시,신용카드
20260328-0000224,20260328-0000224,2026-03-28 20:48:15,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,2,19000,0,38000,구매자4193,대전광역시,신용카드
20260328-0000225,20260328-0000225,2026-03-28 18:10:50,배송완료,마루는 강쥐 차량용 방향제,색상/타입:화이트머스크,2,14000,0,28000,구매자2062,인천광역시,신용카드
20260328-0000226,20260328-0000226,2026-03-28 13:04:27,배송완료,가비지타임 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자6031,인천광역시,네이버페이
20260328-0000227,20260328-0000227,2026-03-28 01:37:42,배송완료,외모지상주의 키링,색상/타입:블루,4,12000,0,48000,구매자7029,경기도,신용카드
20260328-0000228,20260328-0000228,2026-03-28 10:57:21,취소,마루는 강쥐 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자3737,부산광역시,네이버페이
20260328-0000229,20260328-0000229,2026-03-28 20:16:54,배송완료,가비지타임 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자2565,경상남도,네이버페이
20260328-0000230,20260328-0000230,2026-03-28 18:36:02,배송완료,신의 탑 봉제 인형,색상/타입:L,5,39000,0,195000,구매자8145,대전광역시,신용카드
20260328-0000231,20260328-0000231,2026-03-28 09:21:59,배송완료,마루는 강쥐 티셔츠,색상/타입:M,2,32000,0,64000,구매자7123,전라북도,신용카드
20260328-0000232,20260328-0000232,2026-03-28 19:49:30,배송중,마루는 강쥐 아크릴 스탠드,색상/타입:A타입,1,15000,0,15000,구매자2748,대전광역시,계좌이체
20260328-0000233,20260328-0000233,2026-03-28 22:46:24,배송중,가비지타임 키링,색상/타입:퍼플,2,12000,0,24000,구매자5658,부산광역시,신용카드
20260328-0000234,20260328-0000234,2026-03-28 16:13:19,배송완료,가비지타임 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자6800,충청남도,휴대폰
20260328-0000235,20260328-0000235,2026-03-28 13:19:51,결제완료,가비지타임 차량용 방향제,색상/타입:시트러스,2,14000,0,28000,구매자7551,전라북도,신용카드
20260328-0000236,20260328-0000236,2026-03-28 12:29:21,배송완료,가비지타임 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자6363,전라북도,네이버페이
20260328-0000237,20260328-0000237,2026-03-28 15:53:58,배송완료,마루는 강쥐 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자3252,대구광역시,네이버페이
20260328-0000238,20260328-0000238,2026-03-28 23:08:33,배송완료,냐한 남자 키링,색상/타입:퍼플,2,12000,0,24000,구매자4776,인천광역시,네이버페이
20260328-0000239,20260328-0000239,2026-03-28 18:34:48,취소,마루는 강쥐 차량용 방향제,색상/타입:화이트머스크,2,14000,0,28000,구매자1601,인천광역시,네이버페이
20260328-0000240,20260328-0000240,2026-03-28 12:09:42,배송완료,냐한 남자 스티커팩,색상/타입:기본,4,6500,0,26000,구매자9626,경상남도,신용카드
20260328-0000241,20260328-0000241,2026-03-28 19:20:46,결제완료,가비지타임 포토카드 세트,색상/타입:1탄,3,9800,0,29400,구매자9818,경기도,신용카드
20260328-0000242,20260328-0000242,2026-03-28 17:44:01,배송완료,가비지타임 파우치,색상/타입:베이지,2,22000,0,44000,구매자7518,충청남도,신용카드
20260328-0000243,20260328-0000243,2026-03-28 20:36:52,배송완료,외모지상주의 티셔츠,색상/타입:L,5,32000,0,160000,구매자3461,서울특별시,신용카드
20260328-0000244,20260328-0000244,2026-03-28 10:34:16,배송완료,가비지타임 파우치,색상/타입:베이지,3,22000,0,66000,구매자4166,광주광역시,신용카드
20260328-0000245,20260328-0000245,2026-03-28 06:03:01,배송완료,외모지상주의 2026 다이어리,색상/타입:위클리,3,19000,0,57000,구매자7090,대전광역시,네이버페이
20260328-0000246,20260328-0000246,2026-03-28 22:10:25,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:A타입,1,15000,0,15000,구매자3370,충청남도,신용카드
20260328-0000247,20260328-0000247,2026-03-28 13:55:42,발송준비,냐한 남자 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자9267,전라북도,네이버페이
20260328-0000248,20260328-0000248,2026-03-28 19:28:22,배송완료,마루는 강쥐 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자4574,충청남도,신용카드
20260328-0000249,20260328-0000249,2026-03-28 08:57:30,배송완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,2,19000,0,38000,구매자7850,대전광역시,신용카드
20260328-0000250,20260328-0000250,2026-03-28 19:02:55,배송중,가비지타임 파우치,색상/타입:네이비,1,22000,0,22000,구매자7480,경기도,네이버페이
20260328-0000251,20260328-0000251,2026-03-28 13:39:48,배송중,가비지타임 파우치,색상/타입:베이지,1,22000,0,22000,구매자5023,대전광역시,신용카드
20260328-0000252,20260328-0000252,2026-03-28 14:28:05,배송완료,신의 탑 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자2435,서울특별시,네이버페이
20260328-0000253,20260328-0000253,2026-03-28 18:25:20,배송완료,마루는 강쥐 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자4099,경상남도,신용카드
